time,linear_pre,linear_post,enso,trop,solar,qboA,qboB,qboC
2015-03,0.0,1.8166666666666667,0.42,-2.0309401610541187,113.03,92.02291589101299,420.4365592579294,36.25541457228617
2015-04,0.0,1.825,0.45899999999999996,-2.665331766592786,116.94,199.34303119309553,413.52180844679464,-32.27840506214253
2015-05,0.0,1.8333333333333333,0.631,-4.019355630117758,110.39,322.46191713510984,324.6875961088762,-134.94938630168068
2015-06,0.0,1.8416666666666666,0.943,-4.049918333945342,119.34,418.1278604419614,114.92776406024633,-95.37990228355272
2015-07,0.0,1.8499999999999999,1.5919999999999999,-5.055824615337244,99.45,449.3896087929495,-65.98769355740689,-23.828792628413087
2015-08,0.0,1.8583333333333334,2.045,-2.1071595331705026,97.73,439.43153778570525,-161.99954327084484,108.82096687713828
2015-09,0.0,1.8666666666666667,1.9480000000000002,-0.7557979374883672,92.73,479.70330979641767,-219.37977114834692,171.4106770934117
2015-10,0.0,1.875,2.366,0.6637633790012529,92.97,354.63230589760036,-198.35260033127236,143.78740710947176
2015-11,0.0,1.8833333333333333,2.53,1.784216487401281,96.59,265.6094988791493,-264.3169769569504,13.482386127638131
2015-12,0.0,1.8916666666666666,2.241,0.6239146305806855,98.12,115.07455968743986,-231.57954217784885,-138.72150548629554
2016-01,0.0,1.9,2.2969999999999997,-1.464181500389472,90.3,97.74315987965062,-207.1993292271003,-169.57527188756566
2016-02,0.0,1.9083333333333332,2.112,-2.353288968656429,91.05,168.72373075868742,-172.5876956689846,-186.80199446486236
2016-03,0.0,1.9166666666666667,2.227,-4.910347443282944,81.44,191.57119009467777,-56.647197418681294,-165.4849334613039
2016-04,0.0,1.925,2.169,-5.411495982528365,84.7,278.21691617055023,104.434556338304,-137.3807265261689
2016-05,0.0,1.9333333333333333,1.984,-6.114723750523154,85.91,312.5761234727007,127.6422807075247,-140.75352025406917
2016-06,0.0,1.9416666666666667,2.124,-5.463469028728866,76.09,299.68435445986415,77.60709618816946,-132.47385153098668
2016-07,0.0,1.95,1.77,-5.383190278653757,80.22,304.2524501478701,-45.46928443909041,-68.7965406447054
2016-08,0.0,1.9583333333333333,1.001,-6.370323029117316,78.53,339.40257645395593,-174.47835373899377,5.53901970179151
2016-09,0.0,1.9666666666666666,0.312,-5.985160866797244,79.54,327.1638633772815,-215.99022280494967,37.40039783925318
2016-10,0.0,1.9749999999999999,0.175,-5.282123868720092,77.05,332.10327931290715,-220.19419532751698,59.641318337272075
2016-11,0.0,1.9833333333333334,-0.10099999999999999,-4.323473705633688,69.16,351.99979546197625,-249.57072826593452,67.09803374743608
2016-12,0.0,1.9916666666666667,-0.379,-2.3723122629502598,65.65,366.11197735814704,-285.73617359110466,76.79543387555697
2017-01,0.0,2.0,-0.212,0.07870044758711003,67.42,311.1395428121904,-303.98852718039313,77.98398578069069
2017-02,0.0,2.0083333333333333,-0.121,0.6228045178469017,67.59,327.472758549004,-316.9035509114918,84.52618702886933
2017-03,0.0,2.0166666666666666,-0.055,2.17411896110211,66.56,207.99486574515527,-339.03846206930984,-45.314828526519676
2017-04,0.0,2.025,-0.055999999999999994,1.6385728021147372,73.31,-24.66622954108767,-363.9756429775838,-94.2814856276312
2017-05,0.0,2.033333333333333,-0.08,0.024392554368915853,67.73,-282.553098709795,-284.8694406073859,9.55390406760888
