time,enso,trop,solar,qboA,qboB,qboC,linear_pre,linear_post
1979-01,,0.5583189248565427,1.581821263707028,-1.0715571880778774,-0.9485229213024008,0.212438141158568,-1.8,0.0
1979-02,,0.8956636658611127,1.6362715479665744,-0.8350981753660975,-0.887104424232016,0.42419692293509714,-1.7916666666666667,0.0
1979-03,0.5468795476934405,0.42202391815136303,1.3216581889676196,-1.1712386555250331,-0.62172303965323,-0.7323557899591098,-1.7833333333333332,0.0
1979-04,0.3439170711813594,0.4376992403876913,1.1338066255357144,-1.2326092099249188,-0.5547249792166156,-0.6907666192760995,-1.775,0.0
1979-05,0.02932523258763344,1.01640078036089,1.0069393804745008,-1.2295801725933468,-0.0435443256922146,-0.4964124080015045,-1.7666666666666666,0.0
1979-06,0.3337689473557553,0.814037099228975,1.36325609715203,-0.812533292932422,0.6821975128175141,-0.0621743745514967,-1.7583333333333333,0.0
1979-07,0.4251020617861918,0.5974548630011396,1.0598846128627888,-0.731924853726006,1.20264834821208,-0.16096303663110545,-1.75,0.0
1979-08,-0.07215600566840719,0.04898996909910898,1.1753038773847853,-0.6205558213669669,1.3639975386121566,-0.7197208974790129,-1.7416666666666667,0.0
1979-09,-0.06200788184280311,0.11633133115831404,1.7021257157041418,-0.6126226255452427,1.3345850236129957,-0.34308391389338766,-1.7333333333333334,0.0
1979-10,0.5773239191702527,-2.0833743557191577,1.996391156856386,0.04780895924128584,1.5949373332477876,0.7985668569174409,-1.7249999999999999,0.0
1979-11,0.49613892856542025,-0.5144996211922268,2.212128998792086,0.705738960630219,1.8820284249152064,0.5384251756707256,-1.7166666666666666,0.0
1979-12,0.35406519500696343,-0.1079282900643945,1.5963157759958368,1.152885481994498,1.1922377737665333,-0.44122081576866046,-1.7083333333333333,0.0
1980-01,0.6585089097750851,0.5146000417212071,1.6453689634176851,1.070533904610777,0.281419124067882,-1.461404450309466,-1.7,0.0
1980-02,0.7599901480311259,0.1262716245869798,1.5520478138953897,1.1836786442672986,0.3659781121923016,-0.7941734441009387,-1.6916666666666667,0.0
1980-03,0.49613892856542025,-0.6697802074920037,0.956946733922822,1.2839921875518667,0.23100436124562992,-0.1790431735837212,-1.6833333333333333,0.0
1980-04,0.37436144265817156,-1.131927681094091,1.8490593604170389,1.357810302550197,0.09736538314572696,0.20019454895049052,-1.675,0.0
1980-05,0.5976201668214609,-0.37892188981108244,2.260714693456471,1.1500594260720087,-0.22781897198914144,0.3336704120653005,-1.6666666666666667,0.0
1980-06,0.9325082530663948,-0.44332750109713426,1.6406202211971388,0.9072065216931602,-0.8677992257270432,0.30581804622043096,-1.6583333333333332,0.0
1980-07,0.790434519507938,0.5186117054804132,1.4643217682546934,0.5316248880074304,-0.8676045567676853,-0.9507944498832861,-1.65,0.0
1980-08,0.628064538298273,1.3989306929950625,1.0376060106411011,0.2260599046927991,-1.1297563766335188,-1.3796316548343965,-1.6416666666666666,0.0
1980-09,0.5976201668214609,1.2601347440096182,1.360967843128658,0.2651680319432794,-1.304151298461194,-1.3492926416186861,-1.6333333333333333,0.0
1980-10,0.20184333762290252,1.2029209286716367,1.7149560432486803,0.28366764265535865,-1.2438342286452087,-0.5477981714059068,-1.625,0.0
1980-11,0.26273208057652686,1.5368633725639687,1.9339327823748411,0.24747471478562694,-1.0745357111006195,0.5035781923832215,-1.6166666666666667,0.0
1980-12,0.13080647084367408,1.5903829026047065,2.0449075104897605,0.3089185881656097,-0.778503797915644,1.7638643327749615,-1.6083333333333334,0.0
1981-01,-0.021415386540386862,1.4945314333074093,1.0097577578639914,-0.10933065192328399,-0.8766674481716902,0.26680374818082286,-1.6,0.0
1981-02,-0.021415386540386862,0.9319336764941881,1.6452611173441083,-0.26946610546315686,-1.351339429004239,-1.1079736505666387,-1.5916666666666666,0.0
1981-03,-0.21422973922686406,0.7041098951436406,1.7215322571574916,-0.3277566943057285,-1.2618655195994843,-0.1714811807449229,-1.5833333333333333,0.0
1981-04,-0.12289662479642748,0.5474582338881856,2.168582831317003,-0.7619436424950894,-1.1708411629215927,0.346624806783437,-1.575,0.0
1981-05,0.23228770909971466,0.11829590383786197,1.6326191609414185,-1.0662811065180253,-0.7019519711331392,0.5690416723817587,-1.5666666666666667,0.0
1981-06,0.2221395852741106,0.4234775115071513,0.8616430788164512,-1.0179516268807989,0.23682141871383797,-0.23037717289127746,-1.5583333333333333,0.0
1981-07,-0.31571097748290466,1.3471916561259343,1.617654919087695,-0.39903133916595435,0.9304895288816275,1.8503826191070094,-1.55,0.0
1981-08,-0.5694140731230062,0.9818700036993692,2.19555649238039,-0.4861838572033527,0.9071324197736337,0.9331768125287652,-1.5416666666666667,0.0
1981-09,-0.44763658721575744,0.5397015042778219,2.1112377986706776,-0.32164952483582093,1.1849831767640233,2.11224054412043,-1.5333333333333332,0.0
1981-10,-0.18378536775005183,0.3690471052805811,2.1299285617393937,-0.255603966567858,1.2924569157990176,2.596454669411232,-1.525,0.0
1981-11,0.10036209936686187,0.5977182871245685,1.7243148456277506,-0.07863419347323974,1.6818913588020332,2.5108578135565,-1.5166666666666666,0.0
1981-12,0.01917710876202938,0.023168057433839286,1.6830144328344527,0.017293160294296873,1.5068288228004676,1.6564103987509076,-1.5083333333333333,0.0
1982-01,-0.0924522533196153,0.1399093770975088,1.1003484596690474,-0.4370507627002417,1.3565237911828971,0.7948093105871701,-1.5,0.0
1982-02,-0.11274850097082341,0.6353466775748435,1.8401341791397294,-0.7259642413008767,1.2267328152154586,1.1983299320955099,-1.4916666666666667,0.0
